3Alpha_Code,Taxonomic_Code,Scientific_Name1,Name_en,Name_fr,Name_es,Name_ar,Name_cn,Name_ru,Scientific_Name,Author,Family_Group,Order_Group,Major_Group,Yearbook_Group,ISSCAAP_Group,CPC_Group,CPCdiv_Group
XEF,603XXXXXXX,Xenophyophora,Xenophyophores,,,,,,Xenophyophora,,,XENOPHYOPHORA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AVJ,6050100101,Arachnopusia inchoata,,,,,,,Arachnopusia inchoata,Hayward & Thorpe 1988,ARACHNOPUSIIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
MVK,6050200101,Malakosaria sinclairii,,,,,,,Malakosaria sinclairii,(Busk 1857),CALWELLIIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QEW,6050300101,Caberea darwinii,,,,,,,Caberea darwinii,Busk 1884,SCRUPOCELLARIIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
GAY,6050400101,Galeopsis bullatus,,,,,,,Galeopsis bullatus,Hayward 1993,CELLEPORIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
FZG,6050500101,Carbasea ovoidea,,,,,,,Carbasea ovoidea,Busk 1852,FLUSTRIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
IPG,6050500201,Isoseculiflustra angusta,,,,,,,Isoseculiflustra angusta,(Kluge 1914),FLUSTRIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
KXQ,6050600101,Lageneschara lyrulata,,,,,,,Lageneschara lyrulata,(Calvet 1909),ROMANCHEINIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QIW,6050700101,Pemmatoporella marginata,,,,,,,Pemmatoporella marginata,(Calvet 1909),SMITTINIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QWI,6050700201,Smittina anecdota,,,,,,,Smittina anecdota,Hayward & Thorpe 1990,SMITTINIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QWL,6050700301,Smittoidea ornatipectoralis,,,,,,,Smittoidea ornatipectoralis,Rogick 1956,SMITTINIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
WEL,6050800101,Eucratea loricata,,,,,,,Eucratea loricata,(Linnaeus 1758),EUCRATEIDAE,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
BZN,605XXXXXXX,Bryozoa,Bryozoans,,,,,,Bryozoa,,,BRYOZOA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
PBQ,608XXXXXXX,Pterobranchia,Pterobranchs,,,,,,Pterobranchia,,,PTEROBRANCHIA,INVERTEBRATA AQUATICA,"Fish, crustaceans and molluscs, etc.",Miscellaneous aquatic invertebrates,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
PFR,612XXXXXXX,Porifera,,,,,,,Porifera,,,PORIFERA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
UAH,6130100101,Leucetta leptoraphis,,,,,,,Leucetta leptoraphis,(Jenkin 1908),LEUCETTIDAE,CALCAREA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
EQG,6140100101,Eurete simplicissimum,,,,,,,Eurete simplicissimum,Semper 1868,EURETIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
ZHH,6140100201,Chonelasma choanoides,,,,,,,Chonelasma choanoides,Schulze & Kirkpatrick 1910,EURETIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
GVX,61402001XX,Acanthascus spp,,,,,,,Acanthascus spp,,ROSSELLIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
ZBA,6140200201,Asconema foliatum,,,,,,,Asconema foliatum,(Fristedt 1887),ROSSELLIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
ZVP,6140200301,Vazella pourtalesii,Russian hat sponge,,,,,,Vazella pourtalesii,(Schmidt 1870),ROSSELLIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
ZDY,61403001XX,Dictyaulus spp,,,,,,,Dictyaulus spp,,EUPLECTELLIDAE,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
HXY,614XXXXXXX,Hexactinellida,Glass sponges,,,,,,Hexactinellida,,,HEXACTINELLIDA,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
HGQ,6150100101,Hippospongia communis,Honey comb,Ã‰ponge commune,Esponja comÃºn,Ø¥Ø_ÙÅÙ†Ø¬ Ø´Ø§Ø_Ø_,é©¬æµ·ç»µ,,Hippospongia communis,(Lamarck 1813),SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
HGH,6150100102,Hippospongia lachne,Sheepswool sponge,,,,,,Hippospongia lachne,(de Laubenfels 1936),SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
HVX,61501001XX,Hippospongia spp,,,,,,,Hippospongia spp,,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGA,6150100201,Spongia agaricina,Elephant ear,Oreille d'Ã©lÃ©phant,Oreja de elefante,Ø£ÙèØ°ÙèÙ† Ø§Ù„ÙÅÙ_Ù„,ä__èèŒè§’éª¨æµ·ç»µ,,Spongia agaricina,Pallas 1766,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGB,6150100202,Spongia barbara,Yellow sponge,,,,,,Spongia barbara,Duchassaing & Michelotti 1864,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGG,6150100203,Spongia graminea,Glove sponge,,,,,,Spongia graminea,Hyatt 1877,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGO,6150100204,Spongia officinalis,Greek bathing sponge,Ã‰ponge fine grecque,Esponja de bano griega,Ø¥Ø_ÙÅÙ_Ù†Ù’Ø¬ Ø±Ù‚Ù_Ù‚ Ù_ÙèÙˆÙ†Ø§Ù†Ù_,æ_êæµ´è§’éª¨æµ·ç»µ,,Spongia officinalis,Linnaeus 1759,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGT,6150100205,Spongia tubulifera,Reef sponge,,,,,,Spongia tubulifera,Lamarck 1814,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGN,6150100206,Spongia nitens,Shiny sponge,Ã‰ponge mammelonnÃ©e,Esponja mamelonada,Ø¥Ø_ÙÅÙ†Ø¬ Ø_Ù_Ù„Ù_Ù…ÙêÙ_Ù‘,å__åˆºè§’éª¨æµ·ç»µ,,Spongia nitens,(Schmidt 1862),SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGZ,6150100207,Spongia zimocca,Leather sponge,Chimousse,Esponja zimoca,Ø¥Ø_ÙÅÙ†Ø¬ Ø¬ÙêÙ„Ø¯,é‡‘å¸_è§’éª¨æµ·ç»µ,,Spongia zimocca,Schmidt 1862,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QGX,61501002XX,Spongia spp,,,,,,,Spongia spp,,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
SPO,61501XXXXX,Spongiidae,Sponges,Ã‰ponges,Esponjas,,,_“Ñƒ_±_º_¸,Spongiidae,,SPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
AZQ,6150200101,Callyspongia ramosa,Airy finger sponge,,,,,,Callyspongia ramosa,(Gray 1843),CALLYSPONGIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
OQA,6150300101,Crella incrustans,Orange frond sponge,,,,,,Crella incrustans,(Carter 1885),CRELLIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
GVE,6150400101,Geodia vestigifera,Ostrich egg sponge,,,,,,Geodia vestigifera,(Dendy 1924),GEODIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QAH,6150500101,Psammocinia hawere,Rubber sponge,,,,,,Psammocinia hawere,Cook & Bergquist 1996,IRCINIIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QAL,6150600101,Poecillastra laminaris,Fibreglass cup sponge,,,,,,Poecillastra laminaris,(Sollas 1886),PACHASTRELLIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
AZO,6150700101,Aciculites pulchra,Maroon pimpled ear sponge,,,,,,Aciculites pulchra,Dendy 1924,SCLERITODERMIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QBR,6150800101,Stylocordyla borealis,,,,,,,Stylocordyla borealis,(Loven 1868),STYLOCORDYLIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
QBW,6150900101,Suberites caminatus,,,,,,,Suberites caminatus,Ridley & Dendy 1886,SUBERITIDAE,DEMOSPONGIAE,INVERTEBRATA AQUATICA,,Sponges,Natural sponges of aquatic animal origin,Other aquatic plants and animals
